"","X","Nest","maxclutch","year","site","win_hi","spr_hi","wxt","sxt","wxw","sxw"
"1",1,"ADS001",6,1994,"kig",46,9,14,1,7,1
"2",2,"ADS002",6,1994,"kig",46,9,14,1,7,1
"3",3,"ADS003",7,1994,"kig",46,9,14,1,7,1
"4",4,"ADS004",6,1994,"kig",46,9,14,1,7,1
"5",5,"ADS008",6,1994,"kig",46,9,14,1,7,1
"6",6,"ADS010",6,1994,"kig",46,9,14,1,7,1
"7",7,"ADS014",6,1994,"kig",46,9,14,1,7,1
"8",8,"ADS017",6,1994,"kig",46,9,14,1,7,1
"9",9,"ADS022",6,1994,"kig",46,9,14,1,7,1
"10",10,"ADS025",6,1994,"kig",46,9,14,1,7,1
"11",11,"ADS027",6,1994,"kig",46,9,14,1,7,1
"12",12,"ADS028",5,1994,"kig",46,9,14,1,7,1
"13",13,"ADS029",6,1994,"kig",46,9,14,1,7,1
"14",14,"ADS030",6,1994,"kig",46,9,14,1,7,1
"15",15,"ADS031",6,1994,"kig",46,9,14,1,7,1
"16",16,"ADS032",4,1994,"kig",46,9,14,1,7,1
"17",17,"ADS035",6,1994,"kig",46,9,14,1,7,1
"18",18,"ADS036",6,1994,"kig",46,9,14,1,7,1
"19",19,"ADS037",6,1994,"kig",46,9,14,1,7,1
"20",20,"ADS040",4,1994,"kig",46,9,14,1,7,1
"21",21,"ADS044",6,1994,"kig",46,9,14,1,7,1
"22",22,"ADS046",5,1994,"kig",46,9,14,1,7,1
"23",23,"KSB001",6,1994,"kig",46,9,14,1,7,1
"24",24,"KSB002",7,1994,"kig",46,9,14,1,7,1
"25",25,"KSB003",6,1994,"kig",46,9,14,1,7,1
"26",26,"KSB005",3,1994,"kig",46,9,14,1,7,1
"27",27,"KSB006",7,1994,"kig",46,9,14,1,7,1
"28",28,"KSB007",5,1994,"kig",46,9,14,1,7,1
"29",29,"KSB009",7,1994,"kig",46,9,14,1,7,1
"30",30,"KSB011",6,1994,"kig",46,9,14,1,7,1
"31",31,"KSB014",4,1994,"kig",46,9,14,1,7,1
"32",32,"KSB016",3,1994,"kig",46,9,14,1,7,1
"33",33,"KSB017",4,1994,"kig",46,9,14,1,7,1
"34",34,"TDB001",3,1994,"kig",46,9,14,1,7,1
"35",35,"TDB002",4,1994,"kig",46,9,14,1,7,1
"36",36,"TDB003",4,1994,"kig",46,9,14,1,7,1
"37",37,"TDB004",6,1994,"kig",46,9,14,1,7,1
"38",38,"TLM001",6,1994,"kig",46,9,14,1,7,1
"39",39,"TLM003",6,1994,"kig",46,9,14,1,7,1
"40",40,"TLM004",5,1994,"kig",46,9,14,1,7,1
"41",41,"TLM007",6,1994,"kig",46,9,14,1,7,1
"42",42,"TLM012",6,1994,"kig",46,9,14,1,7,1
"43",43,"TLM014",7,1994,"kig",46,9,14,1,7,1
"44",44,"TLM016",7,1994,"kig",46,9,14,1,7,1
"45",45,"TLM017",6,1994,"kig",46,9,14,1,7,1
"46",46,"TLM019",6,1994,"kig",46,9,14,1,7,1
"47",47,"TLM020",6,1994,"kig",46,9,14,1,7,1
"48",48,"TLM021",5,1994,"kig",46,9,14,1,7,1
"49",49,"TLM023",5,1994,"kig",46,9,14,1,7,1
"50",50,"TLM026",5,1994,"kig",46,9,14,1,7,1
"51",51,"TLM028",6,1994,"kig",46,9,14,1,7,1
"52",52,"TLM029",5,1994,"kig",46,9,14,1,7,1
"53",53,"TLM031",6,1994,"kig",46,9,14,1,7,1
"54",54,"TLM032",5,1994,"kig",46,9,14,1,7,1
"55",55,"TLM033",7,1994,"kig",46,9,14,1,7,1
"56",56,"TLM042",5,1994,"kig",46,9,14,1,7,1
"57",57,"TLM043",6,1994,"kig",46,9,14,1,7,1
"58",58,"TLM045",5,1994,"kig",46,9,14,1,7,1
"59",59,"TLM046",6,1994,"kig",46,9,14,1,7,1
"60",60,"TLM047",6,1994,"kig",46,9,14,1,7,1
"61",61,"TLM051",6,1994,"kig",46,9,14,1,7,1
"62",62,"TLM052",3,1994,"kig",46,9,14,1,7,1
"63",63,"TLM053",6,1994,"kig",46,9,14,1,7,1
"64",64,"TLM067",5,1994,"kig",46,9,14,1,7,1
"65",65,"TLM070",6,1994,"kig",46,9,14,1,7,1
"66",66,"TLM071",5,1994,"kig",46,9,14,1,7,1
"67",67,"TLM073",5,1994,"kig",46,9,14,1,7,1
"68",68,"TLM074",5,1994,"kig",46,9,14,1,7,1
"69",69,"TLM075",5,1994,"kig",46,9,14,1,7,1
"70",70,"TLM078",6,1994,"kig",46,9,14,1,7,1
"71",71,"TLM079",7,1994,"kig",46,9,14,1,7,1
"72",72,"TLM080",6,1994,"kig",46,9,14,1,7,1
"73",73,"TLM082",5,1994,"kig",46,9,14,1,7,1
"74",74,"TLM083",4,1994,"kig",46,9,14,1,7,1
"75",75,"TLM087",5,1994,"kig",46,9,14,1,7,1
"76",76,"TLM088",6,1994,"kig",46,9,14,1,7,1
"77",77,"TLM091",6,1994,"kig",46,9,14,1,7,1
"78",78,"TLM094",4,1994,"kig",46,9,14,1,7,1
"79",79,"TLM096",5,1994,"kig",46,9,14,1,7,1
"80",80,"TLM097",4,1994,"kig",46,9,14,1,7,1
"81",81,"TLM099",5,1994,"kig",46,9,14,1,7,1
"82",82,"MRB003",5,1995,"kig",79,7,13,5,9,1
"83",83,"MRB004",6,1995,"kig",79,7,13,5,9,1
"84",84,"MRB007",6,1995,"kig",79,7,13,5,9,1
"85",85,"MRB010",6,1995,"kig",79,7,13,5,9,1
"86",86,"MRB011",5,1995,"kig",79,7,13,5,9,1
"87",87,"MRB012",4,1995,"kig",79,7,13,5,9,1
"88",88,"MRB014",6,1995,"kig",79,7,13,5,9,1
"89",89,"MRB016",6,1995,"kig",79,7,13,5,9,1
"90",90,"MRB017",5,1995,"kig",79,7,13,5,9,1
"91",91,"MRB019",5,1995,"kig",79,7,13,5,9,1
"92",92,"MRB021",5,1995,"kig",79,7,13,5,9,1
"93",93,"MRB022",4,1995,"kig",79,7,13,5,9,1
"94",94,"MRB025",6,1995,"kig",79,7,13,5,9,1
"95",95,"MRB027",6,1995,"kig",79,7,13,5,9,1
"96",96,"MRB029",6,1995,"kig",79,7,13,5,9,1
"97",97,"MRB030",6,1995,"kig",79,7,13,5,9,1
"98",98,"MRB031",5,1995,"kig",79,7,13,5,9,1
"99",99,"MRB032",5,1995,"kig",79,7,13,5,9,1
"100",100,"MRB033",6,1995,"kig",79,7,13,5,9,1
"101",101,"MRB034",5,1995,"kig",79,7,13,5,9,1
"102",102,"MRB035",4,1995,"kig",79,7,13,5,9,1
"103",103,"MRB036",5,1995,"kig",79,7,13,5,9,1
"104",104,"MRB037",4,1995,"kig",79,7,13,5,9,1
"105",105,"MRB039",2,1995,"kig",79,7,13,5,9,1
"106",106,"MRB040",4,1995,"kig",79,7,13,5,9,1
"107",107,"MRB041",5,1995,"kig",79,7,13,5,9,1
"108",108,"MRB042",4,1995,"kig",79,7,13,5,9,1
"109",109,"MRB046",5,1995,"kig",79,7,13,5,9,1
"110",110,"MRB049",4,1995,"kig",79,7,13,5,9,1
"111",111,"MRB050",4,1995,"kig",79,7,13,5,9,1
"112",112,"MRB051",5,1995,"kig",79,7,13,5,9,1
"113",113,"MRB052",6,1995,"kig",79,7,13,5,9,1
"114",114,"MRB053",3,1995,"kig",79,7,13,5,9,1
"115",115,"MRB054",5,1995,"kig",79,7,13,5,9,1
"116",116,"MRB055",5,1995,"kig",79,7,13,5,9,1
"117",117,"MRB056",2,1995,"kig",79,7,13,5,9,1
"118",118,"MRB060",4,1995,"kig",79,7,13,5,9,1
"119",119,"MRB061",5,1995,"kig",79,7,13,5,9,1
"120",120,"MRB062",6,1995,"kig",79,7,13,5,9,1
"121",121,"MRB063",4,1995,"kig",79,7,13,5,9,1
"122",122,"MRB064",2,1995,"kig",79,7,13,5,9,1
"123",123,"MRB065",6,1995,"kig",79,7,13,5,9,1
"124",124,"MRB066",5,1995,"kig",79,7,13,5,9,1
"125",125,"MRB067",2,1995,"kig",79,7,13,5,9,1
"126",126,"MRB071",3,1995,"kig",79,7,13,5,9,1
"127",127,"TLM007",5,1995,"kig",79,7,13,5,9,1
"128",128,"TLM016",6,1995,"kig",79,7,13,5,9,1
"129",129,"TLM017",5,1995,"kig",79,7,13,5,9,1
"130",130,"TLM018",5,1995,"kig",79,7,13,5,9,1
"131",131,"TLM019",5,1995,"kig",79,7,13,5,9,1
"132",132,"TLM026",6,1995,"kig",79,7,13,5,9,1
"133",133,"TLM028",4,1995,"kig",79,7,13,5,9,1
"134",134,"TLM029",6,1995,"kig",79,7,13,5,9,1
"135",135,"TLM030",6,1995,"kig",79,7,13,5,9,1
"136",136,"TLM031",5,1995,"kig",79,7,13,5,9,1
"137",137,"TLM032",3,1995,"kig",79,7,13,5,9,1
"138",138,"TLM033",6,1995,"kig",79,7,13,5,9,1
"139",139,"TLM034",3,1995,"kig",79,7,13,5,9,1
"140",140,"TLM039",6,1995,"kig",79,7,13,5,9,1
"141",141,"TLM040",5,1995,"kig",79,7,13,5,9,1
"142",142,"TLM043",5,1995,"kig",79,7,13,5,9,1
"143",143,"TLM044",5,1995,"kig",79,7,13,5,9,1
"144",144,"TLM045",5,1995,"kig",79,7,13,5,9,1
"145",145,"TLM046",4,1995,"kig",79,7,13,5,9,1
"146",146,"TLM048",5,1995,"kig",79,7,13,5,9,1
"147",147,"TLM051",6,1995,"kig",79,7,13,5,9,1
"148",148,"TLM052",4,1995,"kig",79,7,13,5,9,1
"149",149,"TLM056",5,1995,"kig",79,7,13,5,9,1
"150",150,"TLM057",5,1995,"kig",79,7,13,5,9,1
"151",151,"TLM058",6,1995,"kig",79,7,13,5,9,1
"152",152,"TLM059",5,1995,"kig",79,7,13,5,9,1
"153",153,"TLM060",6,1995,"kig",79,7,13,5,9,1
"154",154,"TLM061",5,1995,"kig",79,7,13,5,9,1
"155",155,"TLM062",8,1995,"kig",79,7,13,5,9,1
"156",156,"TLM063",5,1995,"kig",79,7,13,5,9,1
"157",157,"TLM064",5,1995,"kig",79,7,13,5,9,1
"158",158,"TLM065",5,1995,"kig",79,7,13,5,9,1
"159",159,"TLM066",6,1995,"kig",79,7,13,5,9,1
"160",160,"TLM067",5,1995,"kig",79,7,13,5,9,1
"161",161,"TLM069",5,1995,"kig",79,7,13,5,9,1
"162",162,"TLM071",5,1995,"kig",79,7,13,5,9,1
"163",163,"TLM072",3,1995,"kig",79,7,13,5,9,1
"164",164,"TLM073",2,1995,"kig",79,7,13,5,9,1
"165",165,"TLM074",5,1995,"kig",79,7,13,5,9,1
"166",166,"TLM075",4,1995,"kig",79,7,13,5,9,1
"167",167,"TLM076",4,1995,"kig",79,7,13,5,9,1
"168",168,"TLM078",5,1995,"kig",79,7,13,5,9,1
"169",169,"TLM079",4,1995,"kig",79,7,13,5,9,1
"170",170,"TLM080",4,1995,"kig",79,7,13,5,9,1
"171",171,"TLM081",4,1995,"kig",79,7,13,5,9,1
"172",172,"TLM082",2,1995,"kig",79,7,13,5,9,1
"173",173,"TLM084",6,1995,"kig",79,7,13,5,9,1
"174",174,"TLM089",4,1995,"kig",79,7,13,5,9,1
"175",175,"TLM090",5,1995,"kig",79,7,13,5,9,1
"176",176,"TLM091",5,1995,"kig",79,7,13,5,9,1
"177",177,"TLM092",4,1995,"kig",79,7,13,5,9,1
"178",178,"TLM093",3,1995,"kig",79,7,13,5,9,1
"179",179,"TLM094",1,1995,"kig",79,7,13,5,9,1
"180",180,"TLM096",4,1995,"kig",79,7,13,5,9,1
"181",181,"TLM097",6,1995,"kig",79,7,13,5,9,1
"182",182,"TLM098",5,1995,"kig",79,7,13,5,9,1
"183",183,"TLM099",4,1995,"kig",79,7,13,5,9,1
"184",184,"EFS001",4,1996,"kig",55,5,6,2,8,3
"185",185,"EFS003",5,1996,"kig",55,5,6,2,8,3
"186",186,"EFS004",6,1996,"kig",55,5,6,2,8,3
"187",187,"EFS005",5,1996,"kig",55,5,6,2,8,3
"188",188,"EFS007",5,1996,"kig",55,5,6,2,8,3
"189",189,"EFS008",5,1996,"kig",55,5,6,2,8,3
"190",190,"EFS010",6,1996,"kig",55,5,6,2,8,3
"191",191,"EFS011",6,1996,"kig",55,5,6,2,8,3
"192",192,"EFS013",6,1996,"kig",55,5,6,2,8,3
"193",193,"EFS015",6,1996,"kig",55,5,6,2,8,3
"194",194,"EFS018",5,1996,"kig",55,5,6,2,8,3
"195",195,"EFS020",5,1996,"kig",55,5,6,2,8,3
"196",196,"EFS022",6,1996,"kig",55,5,6,2,8,3
"197",197,"EFS023",5,1996,"kig",55,5,6,2,8,3
"198",198,"EFS024",6,1996,"kig",55,5,6,2,8,3
"199",199,"EFS025",6,1996,"kig",55,5,6,2,8,3
"200",200,"EFS027",5,1996,"kig",55,5,6,2,8,3
"201",201,"EFS028",4,1996,"kig",55,5,6,2,8,3
"202",202,"EFS029",4,1996,"kig",55,5,6,2,8,3
"203",203,"EFS032",5,1996,"kig",55,5,6,2,8,3
"204",204,"EFS034",4,1996,"kig",55,5,6,2,8,3
"205",205,"EFS035",5,1996,"kig",55,5,6,2,8,3
"206",206,"EFS036",5,1996,"kig",55,5,6,2,8,3
"207",207,"EFS038",6,1996,"kig",55,5,6,2,8,3
"208",208,"EFS040",6,1996,"kig",55,5,6,2,8,3
"209",209,"EFS042",6,1996,"kig",55,5,6,2,8,3
"210",210,"EFS046",5,1996,"kig",55,5,6,2,8,3
"211",211,"EFS049",6,1996,"kig",55,5,6,2,8,3
"212",212,"EFS051",5,1996,"kig",55,5,6,2,8,3
"213",213,"EFS052",6,1996,"kig",55,5,6,2,8,3
"214",214,"EFS053",6,1996,"kig",55,5,6,2,8,3
"215",215,"EFS054",5,1996,"kig",55,5,6,2,8,3
"216",216,"EFS058",5,1996,"kig",55,5,6,2,8,3
"217",217,"EFS060",4,1996,"kig",55,5,6,2,8,3
"218",218,"EFS062",4,1996,"kig",55,5,6,2,8,3
"219",219,"EFS063",5,1996,"kig",55,5,6,2,8,3
"220",220,"EFS066",5,1996,"kig",55,5,6,2,8,3
"221",221,"EFS068",5,1996,"kig",55,5,6,2,8,3
"222",222,"EFS069",5,1996,"kig",55,5,6,2,8,3
"223",223,"EFS070",6,1996,"kig",55,5,6,2,8,3
"224",224,"EFS071",6,1996,"kig",55,5,6,2,8,3
"225",225,"EFS072",2,1996,"kig",55,5,6,2,8,3
"226",226,"EFS073",5,1996,"kig",55,5,6,2,8,3
"227",227,"EFS074",5,1996,"kig",55,5,6,2,8,3
"228",228,"JMP001",4,1996,"kig",55,5,6,2,8,3
"229",229,"TLM001",6,1996,"kig",55,5,6,2,8,3
"230",230,"TLM002",6,1996,"kig",55,5,6,2,8,3
"231",231,"TLM003",3,1996,"kig",55,5,6,2,8,3
"232",232,"TLM004",5,1996,"kig",55,5,6,2,8,3
"233",233,"TLM005",6,1996,"kig",55,5,6,2,8,3
"234",234,"TLM006",5,1996,"kig",55,5,6,2,8,3
"235",235,"TLM007",6,1996,"kig",55,5,6,2,8,3
"236",236,"TLM008",6,1996,"kig",55,5,6,2,8,3
"237",237,"TLM009",6,1996,"kig",55,5,6,2,8,3
"238",238,"TLM010",4,1996,"kig",55,5,6,2,8,3
"239",239,"TLM011",6,1996,"kig",55,5,6,2,8,3
"240",240,"TLM013",6,1996,"kig",55,5,6,2,8,3
"241",241,"TLM014",6,1996,"kig",55,5,6,2,8,3
"242",242,"TLM017",5,1996,"kig",55,5,6,2,8,3
"243",243,"TLM019",6,1996,"kig",55,5,6,2,8,3
"244",244,"TLM020",4,1996,"kig",55,5,6,2,8,3
"245",245,"TLM024",3,1996,"kig",55,5,6,2,8,3
"246",246,"TLM025",4,1996,"kig",55,5,6,2,8,3
"247",247,"TLM026",6,1996,"kig",55,5,6,2,8,3
"248",248,"TLM027",6,1996,"kig",55,5,6,2,8,3
"249",249,"TLM028",6,1996,"kig",55,5,6,2,8,3
"250",250,"TLM029",2,1996,"kig",55,5,6,2,8,3
"251",251,"TLM030",6,1996,"kig",55,5,6,2,8,3
"252",252,"TLM037",5,1996,"kig",55,5,6,2,8,3
"253",253,"TLM040",6,1996,"kig",55,5,6,2,8,3
"254",254,"TLM048",5,1996,"kig",55,5,6,2,8,3
"255",255,"TLM049",6,1996,"kig",55,5,6,2,8,3
"256",256,"TLM050",5,1996,"kig",55,5,6,2,8,3
"257",257,"TLM051",6,1996,"kig",55,5,6,2,8,3
"258",258,"TLM052",6,1996,"kig",55,5,6,2,8,3
"259",259,"TLM053",6,1996,"kig",55,5,6,2,8,3
"260",260,"TLM054",5,1996,"kig",55,5,6,2,8,3
"261",261,"TLM055",6,1996,"kig",55,5,6,2,8,3
"262",262,"TLM056",6,1996,"kig",55,5,6,2,8,3
"263",263,"TLM057",4,1996,"kig",55,5,6,2,8,3
"264",264,"TLM058",5,1996,"kig",55,5,6,2,8,3
"265",265,"TLM060",5,1996,"kig",55,5,6,2,8,3
"266",266,"TLM063",5,1996,"kig",55,5,6,2,8,3
"267",267,"TLM064",1,1996,"kig",55,5,6,2,8,3
"268",268,"TLM067",6,1996,"kig",55,5,6,2,8,3
"269",269,"TLM069",5,1996,"kig",55,5,6,2,8,3
"270",270,"TLM070",5,1996,"kig",55,5,6,2,8,3
"271",271,"TLM072",5,1996,"kig",55,5,6,2,8,3
"272",272,"TLM073",5,1996,"kig",55,5,6,2,8,3
"273",273,"TLM074",5,1996,"kig",55,5,6,2,8,3
"274",274,"TLM075",6,1996,"kig",55,5,6,2,8,3
"275",275,"TLM080",5,1996,"kig",55,5,6,2,8,3
"276",276,"TLM082",5,1996,"kig",55,5,6,2,8,3
"277",277,"TLM083",4,1996,"kig",55,5,6,2,8,3
"278",278,"TLM084",6,1996,"kig",55,5,6,2,8,3
"279",279,"TLM085",4,1996,"kig",55,5,6,2,8,3
"280",280,"TLM086",5,1996,"kig",55,5,6,2,8,3
"281",281,"TLM087",4,1996,"kig",55,5,6,2,8,3
"282",282,"TLM088",4,1996,"kig",55,5,6,2,8,3
"283",283,"TLM089",6,1996,"kig",55,5,6,2,8,3
"284",284,"TLM094",6,1996,"kig",55,5,6,2,8,3
"285",285,"TLM095",5,1996,"kig",55,5,6,2,8,3
"286",286,"TLM096",3,1996,"kig",55,5,6,2,8,3
"287",287,"TLM097",5,1996,"kig",55,5,6,2,8,3
"288",288,"TLM098",5,1996,"kig",55,5,6,2,8,3
"289",289,"TLM099",4,1996,"kig",55,5,6,2,8,3
"290",290,"TLM100",5,1996,"kig",55,5,6,2,8,3
"291",291,"TLM102",4,1996,"kig",55,5,6,2,8,3
"292",292,"TLM103",5,1996,"kig",55,5,6,2,8,3
"293",293,"TLM104",4,1996,"kig",55,5,6,2,8,3
"294",294,"TLM105",4,1996,"kig",55,5,6,2,8,3
"295",295,"TLM107",5,1996,"kig",55,5,6,2,8,3
"296",296,"TLM108",6,1996,"kig",55,5,6,2,8,3
"297",297,"TLM109",2,1996,"kig",55,5,6,2,8,3
"298",298,"TLM110",5,1996,"kig",55,5,6,2,8,3
"299",299,"TLM114",5,1996,"kig",55,5,6,2,8,3
"300",300,"TLM115",2,1996,"kig",55,5,6,2,8,3
"301",301,"EFS001",5,1997,"kig",39,13,5,1,6,0
"302",302,"EFS004",6,1997,"kig",39,13,5,1,6,0
"303",303,"EFS011",5,1997,"kig",39,13,5,1,6,0
"304",304,"EFS013",5,1997,"kig",39,13,5,1,6,0
"305",305,"EFS018",6,1997,"kig",39,13,5,1,6,0
"306",306,"EFS020",4,1997,"kig",39,13,5,1,6,0
"307",307,"EFS022",6,1997,"kig",39,13,5,1,6,0
"308",308,"EFS023",4,1997,"kig",39,13,5,1,6,0
"309",309,"EFS025",4,1997,"kig",39,13,5,1,6,0
"310",310,"EFS026",5,1997,"kig",39,13,5,1,6,0
"311",311,"EFS028",6,1997,"kig",39,13,5,1,6,0
"312",312,"EFS029",6,1997,"kig",39,13,5,1,6,0
"313",313,"EFS030",4,1997,"kig",39,13,5,1,6,0
"314",314,"EFS032",4,1997,"kig",39,13,5,1,6,0
"315",315,"EFS033",4,1997,"kig",39,13,5,1,6,0
"316",316,"EFS034",5,1997,"kig",39,13,5,1,6,0
"317",317,"EFS035",5,1997,"kig",39,13,5,1,6,0
"318",318,"EFS037",6,1997,"kig",39,13,5,1,6,0
"319",319,"EFS038",4,1997,"kig",39,13,5,1,6,0
"320",320,"EFS042",6,1997,"kig",39,13,5,1,6,0
"321",321,"EFS044",5,1997,"kig",39,13,5,1,6,0
"322",322,"EFS045",5,1997,"kig",39,13,5,1,6,0
"323",323,"EFS048",5,1997,"kig",39,13,5,1,6,0
"324",324,"EFS049",4,1997,"kig",39,13,5,1,6,0
"325",325,"EFS050",4,1997,"kig",39,13,5,1,6,0
"326",326,"EFS052",6,1997,"kig",39,13,5,1,6,0
"327",327,"EFS056",5,1997,"kig",39,13,5,1,6,0
"328",328,"EFS057",2,1997,"kig",39,13,5,1,6,0
"329",329,"EFS058",1,1997,"kig",39,13,5,1,6,0
"330",330,"EFS061",5,1997,"kig",39,13,5,1,6,0
"331",331,"GJH004",5,1997,"kig",39,13,5,1,6,0
"332",332,"GJH015",5,1997,"kig",39,13,5,1,6,0
"333",333,"GJH016",5,1997,"kig",39,13,5,1,6,0
"334",334,"GJH022",7,1997,"kig",39,13,5,1,6,0
"335",335,"GJH025",4,1997,"kig",39,13,5,1,6,0
"336",336,"GJH026",6,1997,"kig",39,13,5,1,6,0
"337",337,"GJH027",5,1997,"kig",39,13,5,1,6,0
"338",338,"GJH028",5,1997,"kig",39,13,5,1,6,0
"339",339,"GJH029",4,1997,"kig",39,13,5,1,6,0
"340",340,"GJH030",6,1997,"kig",39,13,5,1,6,0
"341",341,"GJH031",6,1997,"kig",39,13,5,1,6,0
"342",342,"GJH034",5,1997,"kig",39,13,5,1,6,0
"343",343,"GJH035",5,1997,"kig",39,13,5,1,6,0
"344",344,"GJH037",5,1997,"kig",39,13,5,1,6,0
"345",345,"GJH040",5,1997,"kig",39,13,5,1,6,0
"346",346,"GJH042",5,1997,"kig",39,13,5,1,6,0
"347",347,"GJH043",5,1997,"kig",39,13,5,1,6,0
"348",348,"GJH047",6,1997,"kig",39,13,5,1,6,0
"349",349,"GJH048",5,1997,"kig",39,13,5,1,6,0
"350",350,"GJH049",4,1997,"kig",39,13,5,1,6,0
"351",351,"GJH050",4,1997,"kig",39,13,5,1,6,0
"352",352,"GJH051",4,1997,"kig",39,13,5,1,6,0
"353",353,"GJH052",5,1997,"kig",39,13,5,1,6,0
"354",354,"GJH053",5,1997,"kig",39,13,5,1,6,0
"355",355,"GJH054",6,1997,"kig",39,13,5,1,6,0
"356",356,"GJH057",4,1997,"kig",39,13,5,1,6,0
"357",357,"GJH058",4,1997,"kig",39,13,5,1,6,0
"358",358,"GJH062",3,1997,"kig",39,13,5,1,6,0
"359",359,"GJH064",4,1997,"kig",39,13,5,1,6,0
"360",360,"MMB003",5,1997,"kig",39,13,5,1,6,0
"361",361,"MMB011",5,1997,"kig",39,13,5,1,6,0
"362",362,"MMB013",4,1997,"kig",39,13,5,1,6,0
"363",363,"MMB015",4,1997,"kig",39,13,5,1,6,0
"364",364,"MMB016",6,1997,"kig",39,13,5,1,6,0
"365",365,"MMB018",5,1997,"kig",39,13,5,1,6,0
"366",366,"MMB019",4,1997,"kig",39,13,5,1,6,0
"367",367,"MMB020",5,1997,"kig",39,13,5,1,6,0
"368",368,"MMB021",5,1997,"kig",39,13,5,1,6,0
"369",369,"MMB023",5,1997,"kig",39,13,5,1,6,0
"370",370,"MMB024",5,1997,"kig",39,13,5,1,6,0
"371",371,"MMB027",5,1997,"kig",39,13,5,1,6,0
"372",372,"MMB029",3,1997,"kig",39,13,5,1,6,0
"373",373,"MMB030",6,1997,"kig",39,13,5,1,6,0
"374",374,"MMB031",5,1997,"kig",39,13,5,1,6,0
"375",375,"MMB032",4,1997,"kig",39,13,5,1,6,0
"376",376,"MMB039",4,1997,"kig",39,13,5,1,6,0
"377",377,"MMB040",5,1997,"kig",39,13,5,1,6,0
"378",378,"MMB041",5,1997,"kig",39,13,5,1,6,0
"379",379,"MMB042",4,1997,"kig",39,13,5,1,6,0
"380",380,"TLM002",5,1997,"kig",39,13,5,1,6,0
"381",381,"TLM003",4,1997,"kig",39,13,5,1,6,0
"382",382,"TLM009",4,1997,"kig",39,13,5,1,6,0
"383",383,"TLM016",4,1997,"kig",39,13,5,1,6,0
"384",384,"TLM017",5,1997,"kig",39,13,5,1,6,0
"385",385,"TLM018",5,1997,"kig",39,13,5,1,6,0
"386",386,"TLM020",5,1997,"kig",39,13,5,1,6,0
"387",387,"TLM021",5,1997,"kig",39,13,5,1,6,0
"388",388,"TLM022",3,1997,"kig",39,13,5,1,6,0
"389",389,"TLM023",5,1997,"kig",39,13,5,1,6,0
"390",390,"TLM029",5,1997,"kig",39,13,5,1,6,0
"391",391,"TLM030",5,1997,"kig",39,13,5,1,6,0
"392",392,"TLM032",5,1997,"kig",39,13,5,1,6,0
"393",393,"TLM035",6,1997,"kig",39,13,5,1,6,0
"394",394,"TLM037",3,1997,"kig",39,13,5,1,6,0
"395",395,"TLM038",5,1997,"kig",39,13,5,1,6,0
"396",396,"TLM039",5,1997,"kig",39,13,5,1,6,0
"397",397,"TLM040",5,1997,"kig",39,13,5,1,6,0
"398",398,"TLM048",5,1997,"kig",39,13,5,1,6,0
"399",399,"TLM049",5,1997,"kig",39,13,5,1,6,0
"400",400,"TLM050",6,1997,"kig",39,13,5,1,6,0
"401",401,"TLM054",5,1997,"kig",39,13,5,1,6,0
"402",402,"TLM055",5,1997,"kig",39,13,5,1,6,0
"403",403,"TLM056",4,1997,"kig",39,13,5,1,6,0
"404",404,"TLM057",5,1997,"kig",39,13,5,1,6,0
"405",405,"TLM058",4,1997,"kig",39,13,5,1,6,0
"406",406,"TLM059",5,1997,"kig",39,13,5,1,6,0
"407",407,"TLM060",6,1997,"kig",39,13,5,1,6,0
"408",408,"TLM062",5,1997,"kig",39,13,5,1,6,0
"409",409,"TLM063",6,1997,"kig",39,13,5,1,6,0
"410",410,"TLM064",4,1997,"kig",39,13,5,1,6,0
"411",411,"TLM065",5,1997,"kig",39,13,5,1,6,0
"412",412,"TLM066",6,1997,"kig",39,13,5,1,6,0
"413",413,"TLM067",5,1997,"kig",39,13,5,1,6,0
"414",414,"TLM068",5,1997,"kig",39,13,5,1,6,0
"415",415,"TLM069",5,1997,"kig",39,13,5,1,6,0
"416",416,"TLM070",6,1997,"kig",39,13,5,1,6,0
"417",417,"TLM073",6,1997,"kig",39,13,5,1,6,0
"418",418,"TLM074",6,1997,"kig",39,13,5,1,6,0
"419",419,"TLM076",5,1997,"kig",39,13,5,1,6,0
"420",420,"TLM078",5,1997,"kig",39,13,5,1,6,0
"421",421,"TLM079",5,1997,"kig",39,13,5,1,6,0
"422",422,"TLM080",5,1997,"kig",39,13,5,1,6,0
"423",423,"TLM082",6,1997,"kig",39,13,5,1,6,0
"424",424,"TLM083",4,1997,"kig",39,13,5,1,6,0
"425",425,"TLM084",5,1997,"kig",39,13,5,1,6,0
"426",426,"TLM085",5,1997,"kig",39,13,5,1,6,0
"427",427,"TLM086",5,1997,"kig",39,13,5,1,6,0
"428",428,"TLM088",5,1997,"kig",39,13,5,1,6,0
"429",429,"TLM089",6,1997,"kig",39,13,5,1,6,0
"430",430,"TLM090",4,1997,"kig",39,13,5,1,6,0
"431",431,"TLM091",5,1997,"kig",39,13,5,1,6,0
"432",432,"TLM093",6,1997,"kig",39,13,5,1,6,0
"433",433,"TLM094",6,1997,"kig",39,13,5,1,6,0
"434",434,"TLM095",3,1997,"kig",39,13,5,1,6,0
"435",435,"TLM100",5,1997,"kig",39,13,5,1,6,0
"436",436,"TLM101",4,1997,"kig",39,13,5,1,6,0
