Nest,FirstFound,LastPresent,LastChecked,Fate,Freq,Init,AgeDay1,Year,Site,Win_Hi,Win_Lo,Spr_Hi,Spr_Lo,wxt,sxt,wxw,sxw
TJO021,9,27,27,0,1,146,-6,2003,kig,35,74,9,4,0,0,3,3
TJO022,9,28,28,0,1,137,3,2003,kig,35,74,9,4,0,0,3,3
TJO023,9,28,28,0,1,143,-3,2003,kig,35,74,9,4,0,0,3,3
TJO024,9,29,29,0,1,143,-3,2003,kig,35,74,9,4,0,0,3,3
TJO028,12,35,35,0,1,146,-6,2003,kig,35,74,9,4,0,0,3,3
TJO030,12,36,36,0,1,148,-8,2003,kig,35,74,9,4,0,0,3,3
TJO031,14,36,36,0,1,150,-10,2003,kig,35,74,9,4,0,0,3,3
TJO039,15,34,34,0,1,146,-6,2003,kig,35,74,9,4,0,0,3,3
TJO050,19,30,30,0,1,140,0,2003,kig,35,74,9,4,0,0,3,3
HCW009,7,14,21,1,1,144,-4,2003,kig,35,74,9,4,0,0,3,3
HCW022,10,10,17,1,1,147,-7,2003,kig,35,74,9,4,0,0,3,3
HCW040,18,31,36,1,1,151,-11,2003,kig,35,74,9,4,0,0,3,3
HCW043,21,30,33,1,1,158,-18,2003,kig,35,74,9,4,0,0,3,3
HCW044,22,22,27,1,1,159,-19,2003,kig,35,74,9,4,0,0,3,3
HCW045,25,25,30,1,1,156,-16,2003,kig,35,74,9,4,0,0,3,3
HCW047,32,32,38,1,1,153,-13,2003,kig,35,74,9,4,0,0,3,3
HMW039,7,7,14,1,1,146,-6,2003,kig,35,74,9,4,0,0,3,3
HMW041,7,29,31,1,1,146,-6,2003,kig,35,74,9,4,0,0,3,3
HMW049,8,15,22,1,1,147,-7,2003,kig,35,74,9,4,0,0,3,3
HMW050,8,8,15,1,1,146,-6,2003,kig,35,74,9,4,0,0,3,3
HMW051,8,15,22,1,1,147,-7,2003,kig,35,74,9,4,0,0,3,3
HMW052,8,22,28,1,1,147,-7,2003,kig,35,74,9,4,0,0,3,3
HMW098,15,19,26,1,1,154,-14,2003,kig,35,74,9,4,0,0,3,3
HMW102,15,26,32,1,1,153,-13,2003,kig,35,74,9,4,0,0,3,3
HMW113,15,22,30,1,1,153,-13,2003,kig,35,74,9,4,0,0,3,3
HMW118,16,16,23,1,1,155,-15,2003,kig,35,74,9,4,0,0,3,3
HMW120,16,34,35,1,1,150,-10,2003,kig,35,74,9,4,0,0,3,3
HMW121,16,23,27,1,1,145,-5,2003,kig,35,74,9,4,0,0,3,3
HMW148,20,34,40,1,1,157,-17,2003,kig,35,74,9,4,0,0,3,3
HMW158,22,38,41,1,1,161,-21,2003,kig,35,74,9,4,0,0,3,3
HMW160,23,30,32,1,1,152,-12,2003,kig,35,74,9,4,0,0,3,3
HMW168,24,24,30,1,1,153,-13,2003,kig,35,74,9,4,0,0,3,3
HMW179,29,29,36,1,1,159,-19,2003,kig,35,74,9,4,0,0,3,3
HMW189,37,37,41,1,1,156,-16,2003,kig,35,74,9,4,0,0,3,3
JLO002,5,5,12,1,1,142,-2,2003,kig,35,74,9,4,0,0,3,3
JLO003,5,5,12,1,1,139,1,2003,kig,35,74,9,4,0,0,3,3
JLO007,8,22,25,1,1,141,-1,2003,kig,35,74,9,4,0,0,3,3
JLO009,9,16,22,1,1,135,5,2003,kig,35,74,9,4,0,0,3,3
JLO016,10,17,20,1,1,138,2,2003,kig,35,74,9,4,0,0,3,3
JLO027,14,29,32,1,1,151,-11,2003,kig,35,74,9,4,0,0,3,3
JLO029,14,29,31,1,1,147,-7,2003,kig,35,74,9,4,0,0,3,3
JLO036,14,21,27,1,1,142,-2,2003,kig,35,74,9,4,0,0,3,3
JLO038,15,22,30,1,1,152,-12,2003,kig,35,74,9,4,0,0,3,3
MLW006,8,22,27,1,1,145,-5,2003,kig,35,74,9,4,0,0,3,3
MLW013,10,17,24,1,1,147,-7,2003,kig,35,74,9,4,0,0,3,3
MLW017,11,11,18,1,1,148,-8,2003,kig,35,74,9,4,0,0,3,3
MLW029,14,29,32,1,1,151,-11,2003,kig,35,74,9,4,0,0,3,3
MLW032,15,22,30,1,1,151,-11,2003,kig,35,74,9,4,0,0,3,3
MLW040,18,30,32,1,1,145,-5,2003,kig,35,74,9,4,0,0,3,3
PLF002,24,30,37,1,1,155,-15,2003,kig,35,74,9,4,0,0,3,3
TJO009,7,14,17,1,1,144,-4,2003,kig,35,74,9,4,0,0,3,3
TJO011,7,29,31,1,1,144,-4,2003,kig,35,74,9,4,0,0,3,3
TJO015,8,22,28,1,1,146,-6,2003,kig,35,74,9,4,0,0,3,3
TJO020,9,16,22,1,1,137,3,2003,kig,35,74,9,4,0,0,3,3
TJO026,10,10,17,1,1,144,-4,2003,kig,35,74,9,4,0,0,3,3
TJO027,11,25,31,1,1,147,-7,2003,kig,35,74,9,4,0,0,3,3
TJO032,14,29,32,1,1,148,-8,2003,kig,35,74,9,4,0,0,3,3
TJO040,16,30,34,1,1,150,-10,2003,kig,35,74,9,4,0,0,3,3
TJO043,17,17,24,1,1,145,-5,2003,kig,35,74,9,4,0,0,3,3
TJO044,17,24,31,1,1,151,-11,2003,kig,35,74,9,4,0,0,3,3
TJO057,21,29,38,1,1,158,-18,2003,kig,35,74,9,4,0,0,3,3
TJO058,21,21,29,1,1,157,-17,2003,kig,35,74,9,4,0,0,3,3
TJO059,21,29,36,1,1,158,-18,2003,kig,35,74,9,4,0,0,3,3
HMW144,19,26,26,0,1,145,-5,2003,kig,35,74,9,4,0,0,3,3
HMW159,22,42,42,0,1,161,-21,2003,kig,35,74,9,4,0,0,3,3
HMW178,27,43,43,0,1,162,-22,2003,kig,35,74,9,4,0,0,3,3
HMW180,29,42,42,0,1,165,-25,2003,kig,35,74,9,4,0,0,3,3
MLW004,6,17,17,0,1,133,7,2003,kig,35,74,9,4,0,0,3,3
BNS001,13,31,31,0,1,138,-4,2004,kig,42,74,3,0,0,4,7,2
BNS002,14,30,30,0,1,136,-2,2004,kig,42,74,3,0,0,4,7,2
BNS005,14,33,33,0,1,139,-5,2004,kig,42,74,3,0,0,4,7,2
BNS008,21,33,33,0,1,141,-7,2004,kig,42,74,3,0,0,4,7,2
BNS013,15,27,27,0,1,137,-3,2004,kig,42,74,3,0,0,4,7,2
BNS015,15,36,36,0,1,143,-9,2004,kig,42,74,3,0,0,4,7,2
BNS021,16,27,27,0,1,131,3,2004,kig,42,74,3,0,0,4,7,2
BNS022,16,33,33,0,1,139,-5,2004,kig,42,74,3,0,0,4,7,2
BNS024,17,33,33,0,1,143,-9,2004,kig,42,74,3,0,0,4,7,2
BNS025,17,30,30,0,1,139,-5,2004,kig,42,74,3,0,0,4,7,2
BNS026,17,24,24,0,1,132,2,2004,kig,42,74,3,0,0,4,7,2
BNS030,17,37,37,0,1,145,-11,2004,kig,42,74,3,0,0,4,7,2
BNS031,19,31,31,0,1,141,-7,2004,kig,42,74,3,0,0,4,7,2
BNS034,20,34,34,0,1,142,-8,2004,kig,42,74,3,0,0,4,7,2
BNS038,21,37,37,0,1,146,-12,2004,kig,42,74,3,0,0,4,7,2
BNS039,21,38,38,0,1,146,-12,2004,kig,42,74,3,0,0,4,7,2
BNS040,21,37,37,0,1,146,-12,2004,kig,42,74,3,0,0,4,7,2
BNS041,21,36,36,0,1,145,-11,2004,kig,42,74,3,0,0,4,7,2
BNS042,21,36,36,0,1,143,-9,2004,kig,42,74,3,0,0,4,7,2
BNS043,21,33,33,0,1,142,-8,2004,kig,42,74,3,0,0,4,7,2
BNS044,21,38,38,0,1,143,-9,2004,kig,42,74,3,0,0,4,7,2
BNS046,23,31,31,0,1,136,-2,2004,kig,42,74,3,0,0,4,7,2
BNS054,34,46,46,0,1,155,-21,2004,kig,42,74,3,0,0,4,7,2
HMW020,7,29,29,0,1,139,-5,2004,kig,42,74,3,0,0,4,7,2
HMW029,9,31,31,0,1,140,-6,2004,kig,42,74,3,0,0,4,7,2
HMW032,31,33,33,0,1,142,-8,2004,kig,42,74,3,0,0,4,7,2
HMW036,10,36,36,0,1,143,-9,2004,kig,42,74,3,0,0,4,7,2
HMW037,11,31,31,0,1,144,-10,2004,kig,42,74,3,0,0,4,7,2
HMW040,15,35,35,0,1,148,-14,2004,kig,42,74,3,0,0,4,7,2
HMW046,16,39,39,0,1,149,-15,2004,kig,42,74,3,0,0,4,7,2
HMW055,16,33,33,0,1,147,-13,2004,kig,42,74,3,0,0,4,7,2
HMW068,19,42,42,0,1,152,-18,2004,kig,42,74,3,0,0,4,7,2
HMW070,19,37,37,0,1,146,-12,2004,kig,42,74,3,0,0,4,7,2
HMW072,20,38,38,0,1,150,-16,2004,kig,42,74,3,0,0,4,7,2
HMW074,22,34,34,0,1,147,-13,2004,kig,42,74,3,0,0,4,7,2
HMW076,21,33,33,0,1,144,-10,2004,kig,42,74,3,0,0,4,7,2
HMW089,24,45,45,0,1,157,-23,2004,kig,42,74,3,0,0,4,7,2
HMW091,24,32,32,0,1,141,-7,2004,kig,42,74,3,0,0,4,7,2
HMW099,27,49,49,0,1,160,-26,2004,kig,42,74,3,0,0,4,7,2
HMW110,34,50,50,0,1,159,-25,2004,kig,42,74,3,0,0,4,7,2
HMW115,35,40,40,0,1,147,-13,2004,kig,42,74,3,0,0,4,7,2
HMW128,38,39,39,0,1,148,-14,2004,kig,42,74,3,0,0,4,7,2
HMW130,39,48,48,0,1,160,-26,2004,kig,42,74,3,0,0,4,7,2
LJV003,3,23,23,0,1,136,-2,2004,kig,42,74,3,0,0,4,7,2
LJV004,3,25,25,0,1,136,-2,2004,kig,42,74,3,0,0,4,7,2
LJV005,4,26,26,0,1,135,-1,2004,kig,42,74,3,0,0,4,7,2
LJV009,6,24,24,0,1,135,-1,2004,kig,42,74,3,0,0,4,7,2
LJV015,9,32,32,0,1,140,-6,2004,kig,42,74,3,0,0,4,7,2
LJV018,10,25,25,0,1,132,2,2004,kig,42,74,3,0,0,4,7,2
LJV022,11,32,32,0,1,142,-8,2004,kig,42,74,3,0,0,4,7,2
LJV023,11,30,30,0,1,136,-2,2004,kig,42,74,3,0,0,4,7,2
LJV026,14,34,34,0,1,145,-11,2004,kig,42,74,3,0,0,4,7,2
LJV028,14,24,24,0,1,134,0,2004,kig,42,74,3,0,0,4,7,2
LJV031,14,26,26,0,1,141,-7,2004,kig,42,74,3,0,0,4,7,2
LJV032,14,28,28,0,1,139,-5,2004,kig,42,74,3,0,0,4,7,2
LJV034,15,35,35,0,1,147,-13,2004,kig,42,74,3,0,0,4,7,2
LJV044,17,35,35,0,1,146,-12,2004,kig,42,74,3,0,0,4,7,2
LJV047,18,40,40,0,1,151,-17,2004,kig,42,74,3,0,0,4,7,2
LJV056,20,39,39,0,1,151,-17,2004,kig,42,74,3,0,0,4,7,2
LJV059,21,25,25,0,1,134,0,2004,kig,42,74,3,0,0,4,7,2
LJV064,21,35,35,0,1,148,-14,2004,kig,42,74,3,0,0,4,7,2
LJV066,21,30,30,0,1,142,-8,2004,kig,42,74,3,0,0,4,7,2
LJV072,25,41,41,0,1,150,-16,2004,kig,42,74,3,0,0,4,7,2
LJV073,25,45,45,0,1,157,-23,2004,kig,42,74,3,0,0,4,7,2
LJV091,38,45,45,0,1,151,-17,2004,kig,42,74,3,0,0,4,7,2
LJV092,38,48,48,0,1,159,-25,2004,kig,42,74,3,0,0,4,7,2
LJV093,38,46,46,0,1,155,-21,2004,kig,42,74,3,0,0,4,7,2
MLW001,13,28,28,0,1,135,-1,2004,kig,42,74,3,0,0,4,7,2
MLW003,14,22,22,0,1,129,5,2004,kig,42,74,3,0,0,4,7,2
MLW004,14,35,35,0,1,145,-11,2004,kig,42,74,3,0,0,4,7,2
MLW009,14,34,34,0,1,145,-11,2004,kig,42,74,3,0,0,4,7,2
MLW014,15,35,35,0,1,143,-9,2004,kig,42,74,3,0,0,4,7,2
MLW015,15,32,32,0,1,143,-9,2004,kig,42,74,3,0,0,4,7,2
MLW017,15,30,30,0,1,139,-5,2004,kig,42,74,3,0,0,4,7,2
MLW019,16,38,38,0,1,147,-13,2004,kig,42,74,3,0,0,4,7,2
MLW020,16,30,30,0,1,138,-4,2004,kig,42,74,3,0,0,4,7,2
MLW024,16,31,31,0,1,140,-6,2004,kig,42,74,3,0,0,4,7,2
MLW025,16,35,35,0,1,144,-10,2004,kig,42,74,3,0,0,4,7,2
MLW027,17,33,33,0,1,142,-8,2004,kig,42,74,3,0,0,4,7,2
MLW029,17,27,27,0,1,135,-1,2004,kig,42,74,3,0,0,4,7,2
MLW032,17,32,32,0,1,139,-5,2004,kig,42,74,3,0,0,4,7,2
MLW034,17,33,33,0,1,141,-7,2004,kig,42,74,3,0,0,4,7,2
MLW048,21,26,26,0,1,133,1,2004,kig,42,74,3,0,0,4,7,2
MLW049,21,44,44,0,1,152,-18,2004,kig,42,74,3,0,0,4,7,2
MLW050,21,32,32,0,1,139,-5,2004,kig,42,74,3,0,0,4,7,2
MLW051,21,41,41,0,1,145,-11,2004,kig,42,74,3,0,0,4,7,2
MLW055,22,35,35,0,1,144,-10,2004,kig,42,74,3,0,0,4,7,2
MLW056,23,37,37,0,1,145,-11,2004,kig,42,74,3,0,0,4,7,2
MLW071,29,31,31,0,1,140,-6,2004,kig,42,74,3,0,0,4,7,2
MLW073,29,35,35,0,1,141,-7,2004,kig,42,74,3,0,0,4,7,2
MLW074,30,50,50,0,1,158,-24,2004,kig,42,74,3,0,0,4,7,2
MLW078,32,38,38,0,1,147,-13,2004,kig,42,74,3,0,0,4,7,2
MLW080,35,44,44,0,1,153,-19,2004,kig,42,74,3,0,0,4,7,2
MLW082,39,48,48,0,1,151,-17,2004,kig,42,74,3,0,0,4,7,2
MLW083,39,41,41,0,1,150,-16,2004,kig,42,74,3,0,0,4,7,2
MLW084,39,46,46,0,1,154,-20,2004,kig,42,74,3,0,0,4,7,2
TJO003,13,27,27,0,1,135,-1,2004,kig,42,74,3,0,0,4,7,2
TJO006,13,24,24,0,1,128,6,2004,kig,42,74,3,0,0,4,7,2
TJO015,15,30,30,0,1,137,-3,2004,kig,42,74,3,0,0,4,7,2
TJO018,15,35,35,0,1,145,-11,2004,kig,42,74,3,0,0,4,7,2
TJO026,15,35,35,0,1,143,-9,2004,kig,42,74,3,0,0,4,7,2
TJO031,16,25,25,0,1,136,-2,2004,kig,42,74,3,0,0,4,7,2
TJO032,16,22,22,0,1,131,3,2004,kig,42,74,3,0,0,4,7,2
TJO033,16,22,22,0,1,131,3,2004,kig,42,74,3,0,0,4,7,2
TJO034,16,26,26,0,1,134,0,2004,kig,42,74,3,0,0,4,7,2
TJO035,16,38,38,0,1,146,-12,2004,kig,42,74,3,0,0,4,7,2
TJO038,17,37,37,0,1,148,-14,2004,kig,42,74,3,0,0,4,7,2
TJO039,16,37,37,0,1,144,-10,2004,kig,42,74,3,0,0,4,7,2
TJO042,17,35,35,0,1,145,-11,2004,kig,42,74,3,0,0,4,7,2
TJO046,17,33,33,0,1,142,-8,2004,kig,42,74,3,0,0,4,7,2
TJO048,19,32,32,0,1,139,-5,2004,kig,42,74,3,0,0,4,7,2
TJO052,19,41,41,0,1,149,-15,2004,kig,42,74,3,0,0,4,7,2
TJO054,20,27,27,0,1,133,1,2004,kig,42,74,3,0,0,4,7,2
TJO055,20,43,43,0,1,148,-14,2004,kig,42,74,3,0,0,4,7,2
TJO057,24,31,31,0,1,138,-4,2004,kig,42,74,3,0,0,4,7,2
TJO059,21,40,40,0,1,143,-9,2004,kig,42,74,3,0,0,4,7,2
TJO060,21,37,37,0,1,143,-9,2004,kig,42,74,3,0,0,4,7,2
TJO062,21,33,33,0,1,136,-2,2004,kig,42,74,3,0,0,4,7,2
TJO064,24,36,36,0,1,145,-11,2004,kig,42,74,3,0,0,4,7,2
TJO067,28,34,34,0,1,143,-9,2004,kig,42,74,3,0,0,4,7,2
TJO069,29,45,45,0,1,154,-20,2004,kig,42,74,3,0,0,4,7,2
BNS036,21,21,27,1,1,136,-2,2004,kig,42,74,3,0,0,4,7,2
BNS037,21,28,35,1,1,149,-15,2004,kig,42,74,3,0,0,4,7,2
BNS051,24,31,38,1,1,149,-15,2004,kig,42,74,3,0,0,4,7,2
BNS053,32,32,42,1,1,163,-29,2004,kig,42,74,3,0,0,4,7,2
HMW002,1,1,17,1,1,134,0,2004,kig,42,74,3,0,0,4,7,2
HMW003,2,2,10,1,1,135,-1,2004,kig,42,74,3,0,0,4,7,2
HMW111,35,35,44,1,1,156,-22,2004,kig,42,74,3,0,0,4,7,2
LJV020,10,18,28,1,1,137,-3,2004,kig,42,74,3,0,0,4,7,2
LJV055,20,20,27,1,1,153,-19,2004,kig,42,74,3,0,0,4,7,2
MLW018,15,15,22,1,1,146,-12,2004,kig,42,74,3,0,0,4,7,2
MLW036,18,18,25,1,1,146,-12,2004,kig,42,74,3,0,0,4,7,2
MLW060,23,23,31,1,1,141,-7,2004,kig,42,74,3,0,0,4,7,2
MLW061,23,38,40,1,1,148,-14,2004,kig,42,74,3,0,0,4,7,2
TJO040,17,39,42,1,1,148,-14,2004,kig,42,74,3,0,0,4,7,2
TJO045,17,17,24,1,1,138,-4,2004,kig,42,74,3,0,0,4,7,2
TJO051,19,19,25,1,1,134,0,2004,kig,42,74,3,0,0,4,7,2
TJO056,24,42,43,1,1,149,-15,2004,kig,42,74,3,0,0,4,7,2
TJO068,29,43,44,1,1,154,-20,2004,kig,42,74,3,0,0,4,7,2
TJO074,45,45,46,1,1,157,-23,2004,kig,42,74,3,0,0,4,7,2
LJV101,47,50,50,0,1,158,-24,2004,kig,42,74,3,0,0,4,7,2
TJO073,39,50,50,0,1,161,-27,2004,kig,42,74,3,0,0,4,7,2
BCL002,1,17,17,0,1,137,11,2005,kig,25,61,13,4,0,1,5,3
BCL003,1,23,23,0,1,143,5,2005,kig,25,61,13,4,0,1,5,3
BCL005,1,18,18,0,1,139,9,2005,kig,25,61,13,4,0,1,5,3
BCL007,1,19,19,0,1,137,11,2005,kig,25,61,13,4,0,1,5,3
BCL020,2,16,16,0,1,138,10,2005,kig,25,61,13,4,0,1,5,3
BCL027,4,20,20,0,1,139,9,2005,kig,25,61,13,4,0,1,5,3
BCL032,4,15,15,0,1,133,15,2005,kig,25,61,13,4,0,1,5,3
BCL034,5,15,15,0,1,138,10,2005,kig,25,61,13,4,0,1,5,3
BCL036,5,15,15,0,1,134,14,2005,kig,25,61,13,4,0,1,5,3
BCL037,5,28,28,0,1,150,-2,2005,kig,25,61,13,4,0,1,5,3
BCL038,5,23,23,0,1,146,2,2005,kig,25,61,13,4,0,1,5,3
BCL039,5,27,27,0,1,150,-2,2005,kig,25,61,13,4,0,1,5,3
BCL043,6,30,30,0,1,151,-3,2005,kig,25,61,13,4,0,1,5,3
BCL044,6,15,15,0,1,135,13,2005,kig,25,61,13,4,0,1,5,3
BCL047,6,21,21,0,1,141,7,2005,kig,25,61,13,4,0,1,5,3
BCL048,6,21,21,0,1,139,9,2005,kig,25,61,13,4,0,1,5,3
BCL049,7,13,13,0,1,136,12,2005,kig,25,61,13,4,0,1,5,3
BCL052,8,22,22,0,1,139,9,2005,kig,25,61,13,4,0,1,5,3
BCL053,8,15,15,0,1,136,12,2005,kig,25,61,13,4,0,1,5,3
BCL054,8,17,17,0,1,136,12,2005,kig,25,61,13,4,0,1,5,3
BCL059,10,23,23,0,1,155,-7,2005,kig,25,61,13,4,0,1,5,3
BCL061,11,28,28,0,1,146,2,2005,kig,25,61,13,4,0,1,5,3
MLW001,1,21,21,0,1,146,2,2005,kig,25,61,13,4,0,1,5,3
MLW005,1,14,14,0,1,137,11,2005,kig,25,61,13,4,0,1,5,3
MLW008,2,16,16,0,1,138,10,2005,kig,25,61,13,4,0,1,5,3
MLW009,2,12,12,0,1,134,14,2005,kig,25,61,13,4,0,1,5,3
MLW012,3,21,21,0,1,145,3,2005,kig,25,61,13,4,0,1,5,3
MLW013,3,17,17,0,1,139,9,2005,kig,25,61,13,4,0,1,5,3
MLW015,3,17,17,0,1,139,9,2005,kig,25,61,13,4,0,1,5,3
MLW020,5,21,21,0,1,141,7,2005,kig,25,61,13,4,0,1,5,3
MLW021,5,18,18,0,1,137,11,2005,kig,25,61,13,4,0,1,5,3
MLW022,5,26,26,0,1,150,-2,2005,kig,25,61,13,4,0,1,5,3
MLW025,6,28,28,0,1,151,-3,2005,kig,25,61,13,4,0,1,5,3
MLW027,6,18,18,0,1,142,6,2005,kig,25,61,13,4,0,1,5,3
MLW031,6,21,21,0,1,142,6,2005,kig,25,61,13,4,0,1,5,3
MLW034,7,24,24,0,1,146,2,2005,kig,25,61,13,4,0,1,5,3
MLW043,8,20,20,0,1,142,6,2005,kig,25,61,13,4,0,1,5,3
MLW047,14,30,30,0,1,150,-2,2005,kig,25,61,13,4,0,1,5,3
PLF005,3,16,16,0,1,142,6,2005,kig,25,61,13,4,0,1,5,3
PLF008,3,16,16,0,1,144,4,2005,kig,25,61,13,4,0,1,5,3
PLF013,3,13,13,0,1,142,6,2005,kig,25,61,13,4,0,1,5,3
PLF014,3,20,20,0,1,144,4,2005,kig,25,61,13,4,0,1,5,3
SEA002,3,20,20,0,1,145,3,2005,kig,25,61,13,4,0,1,5,3
SEA003,3,24,24,0,1,145,3,2005,kig,25,61,13,4,0,1,5,3
SEA004,3,17,17,0,1,140,8,2005,kig,25,61,13,4,0,1,5,3
SEA005,4,17,17,0,1,140,8,2005,kig,25,61,13,4,0,1,5,3
SEA006,4,13,13,0,1,133,15,2005,kig,25,61,13,4,0,1,5,3
SEA009,4,20,20,0,1,143,5,2005,kig,25,61,13,4,0,1,5,3
SEA011,5,11,11,0,1,134,14,2005,kig,25,61,13,4,0,1,5,3
SEA012,7,28,28,0,1,148,0,2005,kig,25,61,13,4,0,1,5,3
SEA013,7,22,22,0,1,137,11,2005,kig,25,61,13,4,0,1,5,3
SEA014,7,16,16,0,1,143,5,2005,kig,25,61,13,4,0,1,5,3
SEA015,7,20,20,0,1,136,12,2005,kig,25,61,13,4,0,1,5,3
SEA018,11,23,23,0,1,147,1,2005,kig,25,61,13,4,0,1,5,3
SEA019,11,28,28,0,1,153,-5,2005,kig,25,61,13,4,0,1,5,3
SEA020,8,12,12,0,1,133,15,2005,kig,25,61,13,4,0,1,5,3
SEA023,18,20,20,0,1,144,4,2005,kig,25,61,13,4,0,1,5,3
TJO002,1,12,12,0,1,137,11,2005,kig,25,61,13,4,0,1,5,3
TJO003,1,19,19,0,1,140,8,2005,kig,25,61,13,4,0,1,5,3
TJO004,1,22,22,0,1,143,5,2005,kig,25,61,13,4,0,1,5,3
TJO005,1,13,13,0,1,136,12,2005,kig,25,61,13,4,0,1,5,3
TJO006,1,17,17,0,1,137,11,2005,kig,25,61,13,4,0,1,5,3
TJO008,1,22,22,0,1,140,8,2005,kig,25,61,13,4,0,1,5,3
TJO010,3,23,23,0,1,145,3,2005,kig,25,61,13,4,0,1,5,3
TJO014,4,21,21,0,1,146,2,2005,kig,25,61,13,4,0,1,5,3
TJO016,4,16,16,0,1,136,12,2005,kig,25,61,13,4,0,1,5,3
TJO017,5,15,15,0,1,134,14,2005,kig,25,61,13,4,0,1,5,3
TJO019,5,19,19,0,1,141,7,2005,kig,25,61,13,4,0,1,5,3
TJO020,5,27,27,0,1,149,-1,2005,kig,25,61,13,4,0,1,5,3
TJO021,5,25,25,0,1,147,1,2005,kig,25,61,13,4,0,1,5,3
TJO022,5,15,15,0,1,139,9,2005,kig,25,61,13,4,0,1,5,3
TJO024,6,15,15,0,1,135,13,2005,kig,25,61,13,4,0,1,5,3
TJO027,6,19,19,0,1,138,10,2005,kig,25,61,13,4,0,1,5,3
TJO028,6,19,19,0,1,142,6,2005,kig,25,61,13,4,0,1,5,3
TJO029,6,19,19,0,1,140,8,2005,kig,25,61,13,4,0,1,5,3
TJO030,6,25,25,0,1,150,-2,2005,kig,25,61,13,4,0,1,5,3
TJO036,6,15,15,0,1,135,13,2005,kig,25,61,13,4,0,1,5,3
TJO037,6,15,15,0,1,135,13,2005,kig,25,61,13,4,0,1,5,3
TJO040,7,20,20,0,1,143,5,2005,kig,25,61,13,4,0,1,5,3
TJO044,11,16,16,0,1,139,9,2005,kig,25,61,13,4,0,1,5,3
TJO047,19,28,28,0,1,153,-5,2005,kig,25,61,13,4,0,1,5,3
TJO048,19,33,33,0,1,153,-5,2005,kig,25,61,13,4,0,1,5,3
TJO049,19,32,32,0,1,155,-7,2005,kig,25,61,13,4,0,1,5,3
TJO051,22,24,24,0,1,146,2,2005,kig,25,61,13,4,0,1,5,3
TRJ001,1,14,14,0,1,139,9,2005,kig,25,61,13,4,0,1,5,3
TRJ007,3,18,18,0,1,141,7,2005,kig,25,61,13,4,0,1,5,3
TRJ012,3,17,17,0,1,141,7,2005,kig,25,61,13,4,0,1,5,3
TRJ013,3,25,25,0,1,150,-2,2005,kig,25,61,13,4,0,1,5,3
TRJ014,3,13,13,0,1,138,10,2005,kig,25,61,13,4,0,1,5,3
TRJ015,3,21,21,0,1,137,11,2005,kig,25,61,13,4,0,1,5,3
TRJ018,4,27,27,0,1,151,-3,2005,kig,25,61,13,4,0,1,5,3
TRJ019,4,27,27,0,1,151,-3,2005,kig,25,61,13,4,0,1,5,3
TRJ021,4,27,27,0,1,151,-3,2005,kig,25,61,13,4,0,1,5,3
TRJ023,4,19,19,0,1,142,6,2005,kig,25,61,13,4,0,1,5,3
TRJ026,5,20,20,0,1,139,9,2005,kig,25,61,13,4,0,1,5,3
TRJ028,5,20,20,0,1,143,5,2005,kig,25,61,13,4,0,1,5,3
TRJ029,5,30,30,0,1,152,-4,2005,kig,25,61,13,4,0,1,5,3
TRJ031,5,24,24,0,1,149,-1,2005,kig,25,61,13,4,0,1,5,3
TRJ035,6,24,24,0,1,149,-1,2005,kig,25,61,13,4,0,1,5,3
TRJ038,6,23,23,0,1,144,4,2005,kig,25,61,13,4,0,1,5,3
TRJ041,7,21,21,0,1,139,9,2005,kig,25,61,13,4,0,1,5,3
TRJ044,7,31,31,0,1,149,-1,2005,kig,25,61,13,4,0,1,5,3
TRJ067,25,26,26,0,1,149,-1,2005,kig,25,61,13,4,0,1,5,3
BCL035,5,12,13,1,1,134,14,2005,kig,25,61,13,4,0,1,5,3
MLW006,1,16,21,1,1,146,2,2005,kig,25,61,13,4,0,1,5,3
MLW017,4,25,27,1,1,149,-1,2005,kig,25,61,13,4,0,1,5,3
MLW049,14,14,22,1,1,150,-2,2005,kig,25,61,13,4,0,1,5,3
PLF001,3,10,17,1,1,149,-1,2005,kig,25,61,13,4,0,1,5,3
SEA007,4,4,11,1,1,143,5,2005,kig,25,61,13,4,0,1,5,3
TJO011,3,20,22,1,1,138,10,2005,kig,25,61,13,4,0,1,5,3
TJO012,3,10,11,1,1,148,0,2005,kig,25,61,13,4,0,1,5,3
TJO018,5,5,12,1,1,148,0,2005,kig,25,61,13,4,0,1,5,3
TJO041,7,22,24,1,1,143,5,2005,kig,25,61,13,4,0,1,5,3
TRJ016,4,13,15,1,1,136,12,2005,kig,25,61,13,4,0,1,5,3
TRJ020,4,19,20,1,1,142,6,2005,kig,25,61,13,4,0,1,5,3
BCL023,3,22,22,0,1,142,6,2005,kig,25,61,13,4,0,1,5,3
BCL025,3,22,22,0,1,139,9,2005,kig,25,61,13,4,0,1,5,3
BCL060,10,32,32,0,1,155,-7,2005,kig,25,61,13,4,0,1,5,3
BCL063,14,30,30,0,1,161,-13,2005,kig,25,61,13,4,0,1,5,3
BCL064,19,26,26,0,1,157,-9,2005,kig,25,61,13,4,0,1,5,3
BCL065,22,32,32,0,1,160,-12,2005,kig,25,61,13,4,0,1,5,3
BCL066,23,31,31,0,1,156,-8,2005,kig,25,61,13,4,0,1,5,3
MLW007,1,28,28,0,1,146,2,2005,kig,25,61,13,4,0,1,5,3
